key,Actividad Econ&oacutemica,E-mail,Fax,Fecha de Constitución,Fecha de listado en BMV,Historia de la Empresa,Oficinas Corporativas,Principales Productos y/o Servicios,Ramo,Relación con Inversionistas,Sector,Subramo,Subsector,Teléfono
ICH,"ICH ES UNA EMPRESA MEXICANA DEDICADA A LA PRODUCCIÓN DE ACERO LA CUAL CUENTA CON PLANTAS EN MÉXICO, EUA Y CANADÁ.",jose.luis.tinajero@industriasc,11651001,27-Jul-1938,05-Jul-1962,"FUNDADA EN 1938, A PARTIR DE 1991 UNA NUEVA ADMINISTRACION EMPRENDIO UNA ESTRATEGIA DE MODERNIZACION DE PLANTA, EFICIENTIZACION DE PROCESOS Y DIVERSIFICACION DE PRODUCTO","AGUSTIN MELGAR NO. 23 FRACC. INDUSTRIAL NIÑOS HEROES ,54130, TLALNEPANTLA MEX","LAS PRINCIPALES LÍNEAS DE PRODUCTOS DE ICH SON: ACEROS ESPECIALES, TUBERÍA CON COSTURA, PERFILES COMERCIALES, PERFILES ESTRUCTURALES Y VARILLA",FABRICACIÓN Y COMERCIALIZACIÓN DE MATERIALES,SR. JOSE LUIS TINAJERO (RESPONS DE INFORMACION A INVER),MATERIALES,PRODUCCIÓN Y FABRICACIÓN DE PRODUCTOS DE ACERO,MATERIALES,11651000
IDEAL,"ADQUIRIR TODO TIPO DE ACCIONES, PARTES SOCIALES Y PARTICIPACIONES EN TODO TIPO DE ASOCIACIONES",aalijag@ideal.com.mx,49760234,01-Jun-2005,15-Sep-2005,"LA SOCIEDAD NACIO COMO RESULTADO DE LA ESCISIÓN DE GRUPO FINANCIERO INBURSA, S.A. DE C.V., COMO SOCIEDAD ESCINDENTE, LA CUAL FUE APROBADA MEDIANTE ASAMBLEA GENERAL EXTRAORDINARIA DE ACCIONISTAS CELEBRADA EL 25 DE MAYO DE 2005. LA SOCIEDAD ESCINDIDA RESULTADO DE DICHA FUSION SE CONSTITUYO BAJO LA DENOMINACIÓN SOCIAL DE IMPULSORA DEL DESARROLLO ECONÓMICO DE AMÉRICA LATINA, S.A. DE C.V., MISMA QUE FUE MODIFICADA POSTERIORMENTE PARA QUEDAR EN IMPULSORA DEL DESARROLLO Y EL EMPLEO EN AMERICA LATINA, S.A. DE C.V. LA SOCIEDAD SE DEDICA A LA ADQUISICIÓN, CONTROL Y ADMINISTRACIÓN DE SUBSIDIARIAS DEDICADAS DIRECTA O INDIRECTAMENTE A LA ADQUISICIÓN, CONSTRUCCIÓN, EXPLOTACIÓN, ADMINISTRACIÓN, MANTENIMIENTO Y/O CONSERVACIÓN DE OBRAS DE INFRAESTRUCTURA EN MÉXICO Y AMÉRICA LATINA.","Avenida de las Palmas número 781, piso 1 Lomas de Chapultepec Sección III ,11000, Ciudad de México CDMX",,CONSTRUCCIÓN E INGENIERÍA,Ing. Andrés Alija (Director General de Concesiones ),INDUSTRIAL,CONCESIONARIAS DE INFRAESTRUCTURA,CONSTRUCCIÓN,11031300
IENOVA,SECTOR ENERGETICO,ienovainvestorrelations@ienova.com.mx,(55) 91380152,02-Apr-1996,14-Feb-2013,"LA COMPAÑÍA FUE UNA DE LAS PRIMERAS EMPRESAS PRIVADAS EN INCURSIONAR EN LA INDUSTRIA DE LA INFRAESTRUCTURA DE ENERGÍA EN MÉXICO A MEDIADOS DE LA DÉCADA DE LOS NOVENTAS, TRAS LA REFORMA DEL MARCO JURÍDICO DEL SECTOR DE GAS EN 1995. DESDE HACE 15 AÑOS, LA COMPAÑÍA HA INVERTIDO EN EL SECTOR DE TRANSPORTE Y DISTRIBUCIÓN DE GAS NATURAL, ALMACENAMIENTO DE GAS NATURAL LICUADO Y GAS LP, ASÍ COMO TRANSPORTE DE GAS LP. GENERACIÓN DE ENERGÍA ELÉCTRICA ES OTRA DE SUS ACTIVIDADES.","PASEO DE LA REFORMA NO. 342 PISO 24 JUÁREZ ,06600, MEXICO CDMX",SERVICIOS DE GAS Y ELECTRICIDAD,"PETRÓLEO, GAS Y COMBUSTIBLES",LICENCIADO MIGUEL OSIO (RELACIÓN CON INVERSIONISTAS ),ENERGÍA,ALMACENADO Y TRANSPORTE DE PETRÓLEO Y GAS,ENERGÍA,5591380100
INGEAL,ELABORACION DE PRODUCTOS ALIMENTICOS,,55822550,09-Oct-1991,08-Dec-1994,"GRUPO MAC´MA ES UNA EMPRESA 100% MEXICANA CON MAS DE 50 AÑOS DE EXPERIENCIA EN EL MERCADO DE GALLETAS, PASTAS DE TRIGO, HELADOS Y CHOCOLATES DE ALTA CALIDAD. EN 1991 UN GRUPO DE INVERSIONISTAS MEXICANOS ADQUIERE LAS EMPRESAS MAC´MA Y CORA A PILLSBURRY COMPANY, Y SE CREA GRUPO MACMA. EN 1994 GMACMA COLOCA EL 44.2% DE SU CAPITAL EN LA BOLSA MEXICANA DE VALORES. EN 1995 SE ADQUIERE LA FIRMA DE HELADOS YOM-YOM. EN 1998 GRUPO MAC´MA Y GRUPO INDUSTRIAL BIMBO LLEGARON A UN ACUERDO DE INVERSIÓN EN EL MERCADO DE PASTAS ALIMENTICIAS. GMACMA SE DEDICA A LA COMERCIALIZACION DE ALIMENTOS DE PRIMERA CALIDAD UTILIZANDO MARCAS RECONOCIDAS.","LAGO TANGAÑICA 71-202 GRANADA ,09820, MEXICO D.F. CDMX","GALLETAS MAC MA, CORA, Y PASTAS DIVERSAS.",ALIMENTOS,,PRODUCTOS DE CONSUMO FRECUENTE,PRODUCCIÓN Y COMERCIALIZACIÓN DE ALIMENTOS,"ALIMENTOS, BEBIDAS Y TABACO",54451700
INVEX,CONTROLADORA PURA TENEDORA DE ACCIONES DE ENTIDADES FINANCIERAS.,ladames@invex.com,53.50.33.99,08-Feb-1994,18-Feb-1994,"INVEX SURGE EN 1991 COMO INVEX CASA DE BOLSA Y EN 1992 SE CONSTITUYE INVEX INTERNACIONAL, SU FILIAL EN ESTADOS UNIDOS. EN 1994, INICIAN LAS OPERACIONES DEL BANCO, CON LO QUE QUEDA FORMALMENTE INTEGRADO INVEX GRUPO FINANCIERO. INVEX GENERA ALTERNATIVAS ENCAMINADAS A OBTENER GRANDES RESULTADOS PARA SUS CLIENTES, A TRAVÉS DE SOLUCIONES FINANCIERAS DISEÑADAS PARA CADA CASO EN PARTICULAR. TIENE PRESENCIA EN LAS CIUDADES DE MÉXICO, MONTERREY, GUADALAJARA Y MIAMI, FLORIDA. EN 2004, INICIA OPERACIONES SPIRA DE MÉXICO, EMPRESA DEDICADA A LA EMISIÓN DE TARJETAS DE CRÉDITO, CON UNA PARTICIPACIÓN DE INVEX DEL 50%. EN 2007, SE CREA INVEX CONTROLADORA COMO SOCIEDAD ANÓNIMA BURSÁTIL Y EMPRESA MATRIZ DEL GRUPO. ESE MISMO AÑO, INVEX ADQUIERE EL 50% RESTANTE DE SPIRA Y SE EFECTÚA LA FUSIÓN ENTRE ÉSTA Y BANCO INVEX. ESTA OPERACIÓN HACE PATENTE EL INTERÉS DE INVEX POR INGRESAR CON MAYOR FIRMEZA AL MERCADO DE BANCA DE CONSUMO.","BOULEVARD MANUEL AVILA CAMACHO, NUMERO 40, PISO 9. LOMAS DE CHAPULTEPEC ,11000, MEXICO CDMX",,MERCADOS FINANCIEROS,LIC. LUIS ARMANDO ADAMES (RELACIÓN CON INVERSIONISTAS),SERVICIOS FINANCIEROS,CONTROLADORAS DE ENTIDADES DE SERVICIOS FINANCIEROS,ENTIDADES FINANCIERAS,53.50.33.33
JAVER,"Promoción, fomento, desarrollo, adquisición, enajenación, uso, explotación, urbanización, notificación, edificación y acondicionamiento de toda clase de inmuebles.",VLOZANO@JAVER.COM.MX,8111336699,11-Dec-2007,13-Jan-2016,"Javer se especializa en la construcción de vivienda de interés social, media y residencial. Casas Javer, S.A. de C.V., una de las principales subsidiarias de la Compañía, inició operaciones en 1973 en la ciudad de Monterrey, Nuevo León, donde se encuentran ubicadas sus oficinas principales. Javer cuenta con presencia en siete estados de la República Mexicana: Nuevo León, Jalisco, Querétaro, Estado de México, Aguascalientes, Tamaulipas y Quintana Roo. Adicionalmente, la Compañía incursionó en la Ciudad de México con un proyecto vertical residencial en 2016 y actualmente se encuentra en el desarrollo de su segundo proye Javer se ha mantenido como la desarrolladora líder a nivel nacional en términos de unidades vendidas a través de créditos Infonavit desde el año 2014. Al cierre del año 2017, Javer tenía una participación de mercado de 5.0%, considerando el total de créditos otorgados para vivienda nueva y usada; y de 8.9% al considerar solamente los créditos otorgados para vivienda nueva. Adicionalmente, ocupó la primera posición de la participación de mercado del sistema Infonavit respecto a los créditos otorgados para la adquisición de vivienda nueva en los estados de Aguascalientes, Nuevo León y Querétaro con 26.5%, 20.0% y 19.1%, respectivamente. Asimismo se colocó en el segundo lugar en Jalisco, el Estado de México, y Quintana Roo con 19.5%, 15.2% y 10.9%, respectivamente. El Infonavit distribuyó el 51.5% de los créditos para vivienda nueva durante 2017 en los estados donde Javer tiene presencia. En 2017, la Compañía vendió 18,750 unidades, de las cuales el 10.3% correspondieron a viviendas de interés social, 78.8% a vivienda media y 10.9% a vivienda residencial.Al 31 de diciembre de 2017, los ingresos totales fueron $7,563 millones, de los cuales el 65.5% se generaron por la venta de vivienda media, el 27.0% de viviendas residenciales, el 6.3% de viviendas de interés social y el 1.2% por la venta de lotes comerciales. La generación de flujo libre de efectivo del año 2017 fue por un total de $471 millones.","Av. Juárez 1102, Piso 34, Pabellón M Centro ,64000, MONTERREY NL",CONSTRUCCIÓN,CONSTRUCCIÓN DE VIVIENDAS,LIC. VERONICA LOZANO (GERENTE DE RELACIONES CON INVERSIONISTAS),INDUSTRIAL,CONSTRUCCIÓN DE VIVIENDAS,CONSTRUCCIÓN,8111336699
KIMBER,MANUFACTURA Y MERCADEO DE PRODUCTOS PARA EL CONSUMIDOR Y PARA EL CUIDADO DE LA SALUD Y PARA INSTITUCIONES,salvador.escoto@kcc.com,52827272,29-Aug-1925,24-Aug-1961,"EN 1925 SURGIO EN MEXICO, LA EMPRESA LA AURORA, LA CUAL SE DEDICABA PRINCIPALMENTE A LA PRODUCCION DE PAPEL INDUSTRIAL Y COMERCIAL. EN EL AÑO DE 1953 INICIA OPERACIONES LA PLANTA DE NAUCALPAN, UBICADA EN EL PUEBLO DE SAN BARTOLO MUNICIPIO DE NAUCALPAN DE JUAREZ EN EL ESTADO DE MEXICO. EN 1955 KIMBERLY-CLARK CORPORATION ADQUIRIO EL 90% DE LAS ACCIONES DE LA AURORA. PARA 1959 LA AURORA SE CONVIERTE JURIDICAMENTE EN KIMBERLY-CLARK DE MEXICO, S.A. DE C.V. EN 1962 EL 40% DE LAS ACCIONES SE VENDIERON AL PUBLICO INVERSIONISTA Y EN 1973 SE VENDIO UN 17% ADICIONAL. ASEGURANDOSE QUE CUANDO MENOS EL 51% DE LAS ACCIONES QUEDARA EN PODER DE INVERSIONISTAS MEXICANOS. EN EL AÑO DE 1968 SE CONSTRUYE LA PLANTA DE ORIZABA EN ESCAMELA IXTACZOQUITLAN, VERACRUZ. EN 1981 INICIAN SUS OPERACIONES DOS PLANTAS MAS: PLANTA BAJIO EN SAN JUAN DEL RIO, QUERETARO Y PLANTA PROSEDE EN CUAUTITLAN, ESTADO DE MEXICO, EN 1993 SE INAUGURA LA PLANTA DE RAMOS ARIZPE, COAHUILA Y EN 1995 SE FINALIZA LA CONSTRUCCION DE LA PLANTA DE TLAXCALA. EN MARZO DE 1996 KIMBERLY-CLARK DE MEXICO ADQUIRIO LA MAYORIA DE LAS ACCIONES DEL GRUPO CRISOBA EN PODER DE SCOTT PAPER COMPANY Y ACCIONISTAS MEXICANOS. EN EL AÑO DE 1997 SE LLEVO A CABO LA DESINCORPORACION DE ACTIVOS Y MARCAS DICTADO POR LA COMISION FEDERAL DE COMPETENCIA, COMO CONDICION PARA EFECTUAR LA ADQUISICION DE COMPAÑIA INDUSTRIAL DE SAN CRISTOBAL, S.A. (CRISOBA). EN 2006 SE LLEVO A CABO LA DESINCORPORACION DEL TOTAL DE LOS ACTIVOS DEL NEGOCIO PRODUCTOS INSTITUCIONALES (PRODIN). EN ENERO DE 2012 KIMBERLY-CLARK DE MEXICO ADQUIRIO EL NEGOCIO DE ACCESORIOS PARA ALIMENTACION DE EVENFLO COMPANY INC.","AV. JAIME BALMES No. 8 PISO 9 LOS MORALES POLANCO ,11510, MEXICO CDMX","PAÑALES DESECHABLES, PAPEL HIGIÉNICO, TOALLAS FEMENINAS, SERVILLETAS, WET WIPES, TOILETRIES, PAÑUELOS FACIALES Y TOALLAS PARA EL HOGAR",PRODUCTOS DOMÉSTICOS,ING. SALVADOR ESCOTO (RELACION CON INVERSIONISTAS),PRODUCTOS DE CONSUMO FRECUENTE,PRODUCTOS DOMÉSTICOS,PRODUCTOS DOMÉSTICOS Y PERSONALES,52827300
KOF,TENEDORA DE ACCIONES DE LAS COMPAÑIAS OPERADORAS DE LA DIVISION DE BEBIDAS NO ALCOHÓLICAS DE GRUPO FEMSA.,matias.molina@kof.com.mx,,30-Oct-1991,14-Sep-1993,"Coca-Cola FEMSA, S.A.B. de C.V. es el embotellador más grande del mundo por volumen de ventas. La Compañía produce y distribuye bebidas de las marcas registradas de The Coca-Cola Company, ofreciendo un amplio portafolio de 154 marcas a más de 375 millones de consumidores cada día. Con más de 100 mil empleados, la empresa comercializa y vende aproximadamente 4 mil millones de cajas unidad a través de 2.8 millones de puntos de venta al año. Operando 66 plantas de manufactura y 328 centros de distribución, Coca-Cola FEMSA está comprometida a generar valor económico, social y ambiental para todos sus grupos de interés en toda la cadena de valor. La Compañía es miembro del Índice de Sostenibilidad de Mercados Emergentes del Dow Jones, FTSE4Good Emerging Index, de los índices IPC y de Responsabilidad Social y Sostenibilidad de la Bolsa Mexicana de Valores, entre otros índices. Sus operaciones abarcan ciertos territorios en México, Brasil, Colombia, Argentina y Guatemala y, a nivel nacional, en Filipinas, Venezuela, Nicaragua, Costa Rica y Panamá. El 30 de octubre de 1991 nos constituimos como una sociedad anónima de capital variable, organizada bajo las leyes mexicanas y con una duración de 99 años. Sin embargo, el 5 de diciembre de 2006 nuestra denominación social cambió a sociedad anónima bursátil de capital variable para cumplir con los requerimientos de la Ley del Mercado de Valores. Nuestra principal sede corporativa está ubicada en Mario Pani No.100, Col. Santa Fe Cuajimalpa 05348, Delegación Cuajimalpa de Morelos, Ciudad de México, México. Nuestro número telefónico en estas oficinas es (52-55)1519-5100. Nuestra página de internet es www.coca-colafemsa.com","Mario Pani No.100 Piso 7 Santa Fe ,05348, México CDMX","BEBIDAS BAJO LAS MARCAS COCA-COLA, COCA-COLA LIGHT, COCA-COLA ZERO, VALLEFRUT, FANTA, SPRITE, SIDRAL MUNDET, LIFT, FRESCA, CIEL, BRISA, DELVALLE, NESTEA, POWERADE, MATTELEAO, CEPITA, Y OTRAS",BEBIDAS,Lic. Matias Molina (Director de Planeación Estratégica y Mercado de Capitales),PRODUCTOS DE CONSUMO FRECUENTE,PRODUCCIÓN DE BEBIDAS NO ALCOHÓLICAS,"ALIMENTOS, BEBIDAS Y TABACO",15195000
KUO,SOCIEDAD DE FOMENTO INDUSTRIAL.,antonia.gutierrez@kuo.com.mx,52618361,28-Aug-1973,26-Aug-1975,"KUO es una sociedad anónima bursátil de capital variable constituida bajo las leyes de México, el 28 de agosto de 1973 bajo la denominación ""DESC, Sociedad de Fomento Industrial, S.A. de C.V."" DESC fue fundado en 1973 por el señor Don Manuel Senderos Irigoyen y un grupo de empresarios mexicanos, con el carácter de sociedad de fomento industrial. En 1975, las acciones de DESC fueron inscritas en el RNV. En el año de 1980 DESC organizaba sus empresas en 3 divisiones operativas: química-petroquímica, metal-mecánica y de alimentos. A finales de 1984 se integró DINE al grupo, con lo cual se crea la división inmobiliaria de la Compañía. En asamblea general ordinaria y extraordinaria de accionistas de KUO de fecha 5 de diciembre de 2006, se resolvió la escisión de los negocios inmobiliarios de KUO. El 29 de marzo de 2007 fue constituida la sociedad denominada DINE, S.A.B. de C.V., (DINE), surtiendo plenos efectos la escisión de los negocios inmobiliarios, aprobada en la asamblea antes mencionada. Así mismo, a partir de esta fecha DESC cambió de denominación a Grupo KUO, S.A.B. de C.V., (KUO) empresa en la que quedan los negocios industriales y comerciales. Grupo KUO es un conglomerado industrial, líder en México, con ventas anuales por cerca de US $ 2,000 millones al 31 de diciembre de 2014, exportaciones a alrededor de 70 países en todos los continentes y más de 17 mil colaboradores. Su portafolio actual de negocios incluye seis Unidades Estratégicas de Negocio: Hule Sintético, JV Herdez Del Fuerte (alimentos procesados de marca), Plásticos, Porcícola, Refacciones y Transmisiones divididas en los segmentos Consumo, Químico y Automotriz.","PASEO DE LOS TAMARINDOS 400 B PISO 31 BOSQUES DE LAS LOMAS ,05120, MEXICO CDMX",PROMOCION INDUSTRIAL.,CONTROLADORAS,@ ANTONIA GUTIERREZ (GERENTE DE RELACION CON INVER),INDUSTRIAL,CONTROLADORAS,BIENES DE EQUIPO,52618000
LAB,"DESARROLLO, COMERCIALIZACIÓN Y DISTRIBUCIÓN DE MEDICAMENTOS QUE NO REQUIEREN RECETA PARA SU VENTA, ASÍ COMO PRODUCTOS DE BELLEZA Y CUIDADO PERSONAL",enrique.gonzalez@genommalab.com,.,30-Oct-1996,18-Jun-2008,"Genomma Lab se constituyó en 1996 como una empresa de publicidad directa al consumidor con capacidad de producción interna de infomerciales por televisión. En 1999, Genomma Lab inició un proceso para dejar atrás la producción de infomerciales y comenzar a desarrollar una plataforma vertical para el desarrollo de productos de cuidado personal y publicidad de los mismos, y establecer una red de distribución para colocar sus productos en puntos de venta estratégicos. Asimismo, Genomma Lab extendió las categorías de sus productos para incluir productos farmacéuticos que no requieren receta médica (OTC). Como parte de la estrategia para expandir su red de distribución, Genomma Lab comenzó a vender sus productos a mayoristas farmacéuticos, supermercados, cadenas de farmacias, entre otros. En 2004, la Compañía empieza su expansión internacional, llevando a la empresa a tener presencia en 19 países fuera de México. Genomma Lab complementó su equipo administrativo con la contratación de funcionarios con amplia experiencia en empresas farmacéuticas y de productos para la belleza y el cuidado personal. En junio de 2008, Genomma Lab realiza su Oferta Pública Inicial en la Bolsa Mexicana de Valores. A partir de entonces, la Compañía continúa con su expansión internacional y fortalecimiento de sus marcas, y realiza varias adquisiciones de marcas con el objetivo de revitalizarlas y mejorar su fórmula para fortalecer y expandir su portafolio. Genomma Lab se ha convertido en una empresa con fuerte presencia internacional, principalmente en Latinoamérica y Estados Unidos, enfocada en el desarrollo y posicionamiento de marcas de medicamentos que no requieren receta para su venta y de productos de belleza y cuidado personal.","ANTONIO DOVALI JAIME NO. 70 PISO 2 TORRE B SANTA FE ,01210, CIUDAD DE MÉXICO CDMX","MEDICAMENTOS QUE NO REQUIEREN RECETA PARA SU VENTA, ASÍ COMO PRODUCTOS DE BELLEZA Y CUIDADO PERSONAL",PRODUCTOS FARMACÉUTICOS,ING. ENRIQUE GONZÁLEZ (DIRECTOR DE FINANZAS Y RELACIÓN CON INVERSIONISTAS),SALUD,PRODUCTOS FARMACÉUTICOS Y LABORATORIOS,"PRODUCTOS FARMACÉUTICOS, BIOTECNOLOGÍA Y CIENCIAS DE LA SALUD",50810000
LACOMER,COMERCIO,rgarza@lacomer.com.mx,52700968,04-Jan-2016,04-Jan-2016,"La Compañía inició sus operaciones en 1930, cuando Don Antonino González Abascal y su hijo, Don Carlos González Nova, establecieron su primera tienda en la ciudad de México, comercializando fundamentalmente textiles. Posteriormente, CCM se constituyó en 1944 como Antonino González e Hijo, Sociedad en Comandita Simple y vivió durante varios años algunas transformaciones y cambios de denominación hasta contar la estructura y nombre de Controladora Comercial Mexicana S.A.B. de C.V. La primera combinación de supermercado/tienda de mercancías generales bajo la denominación Comercial Mexicana se abrió en la ciudad de México en 1962, y 20 tiendas similares se abrieron durante la década de los 70's. Durante la época de los 80's CCM continuó su expansión a través de la adquisición de la cadena Sumesa en 1981 y la apertura de 51 tiendas Comercial Mexicana. El primer Restaurante California inició operaciones en 1982 y la primera Bodega se inauguró en 1989. La Compañía constituyó una asociación de 50% - 50% con Costco Wholesale Corporation en junio de 1991. La primera bodega de membresía de la asociación Costco de México, se abrió en febrero de 1992. En 1993 La Compañía introdujo el formato Mega y en 2006 se inauguraron dos nuevos formatos llamados City Market y Alprecio. En 2009 la primera tienda de autoservicio Fresko es inaugurada. CCM fue controlada en su totalidad por la familia González hasta abril de 1991, cuando las acciones representativas del capital social de CCM fueron ofrecidas al público inversionista e iniciaron su cotización en la BMV. CCM tenía como giro principal participar en el arrendamiento de bienes muebles e inmuebles e invertir en compañías relacionadas principalmente con la compra, venta y distribución de abarrotes y mercancía en general en México. El 14 de junio de 2012 la Compañía vende el 100% de su 50% de participación accionaria, con 32 bodegas de membresía Costco de México en operación a su socio Costco Wholesale Corporation. Así también, el 21 de agosto de 2014, se firmó el contrato de compra venta con Grupo Gigante S.A.B. de C.V. para la venta de la operación de 46 Restaurantes California y 7 unidades de Beer Factory. Durante 2015, la compañía vende 143 tiendas de los formatos de hipermercados y tiendas enfocadas al sector popular a Organización Soriana, S.A.B. de C.V, quedándose con los formatos: City Market, Fresko, Sumesa y algunas tiendas de mayor tamaño en donde pretende desarrollar un nuevo formato llamado La Comer. La mayoría de las unidades, enfocadas al sector de clase media y alta se localizan en el área metropolitana y en el centro de la República Mexicana.  El 1º de enero de 2016, La Comer S.A.B. de C.V. inicia operaciones con un total de 54 tiendas de autoservicio.","AVENIDA INSURGENTES SUR 1517 MODULO 2 SAN JOSE INSURGENTES ,03900, MEXICO CDMX","PERECEDEROS, ABARROTES, MERCANCÍAS GENERALES",VENTA DE PRODUCTOS DE CONSUMO FRECUENTE,LIC ROGELIO GARZA (DIRECTOR DE ADMINISTRACIÓN Y FINANZAS),PRODUCTOS DE CONSUMO FRECUENTE,SUPERMERCADOS E HIPERMERCADOS,VENTA DE PRODUCTOS DE CONSUMO FRECUENTE,52709038
LALA,"RECOLECCION, ENFRIAMIENTO, PASTEURIZACION, ENVASADO, TRANSPORTACION Y COMERCIALIZACION DE LECHE Y ALGUNOS DERIVADOS",investor.relations@grupolala.com,,01-Nov-1984,16-Oct-2013,"GRUPO LALA, EMPRESA MEXICANA ENFOCADA EN LA INDUSTRIA DE ALIMENTOS SALUDABLES Y NUTRITIVOS, CUENTA CON MÁS DE 65 AÑOS DE EXPERIENCIA EN LA PRODUCCIÓN, INNOVACIÓN Y COMERCIALIZACIÓN DE LECHE Y SUS DERIVADOS BAJO LOS MÁS ALTOS ESTÁNDARES DE CALIDAD. LALA OPERA 21 PLANTAS DE PRODUCCIÓN Y 176 CENTROS DE DISTRIBUCIÓN EN MÉXICO, ESTADOS UNIDOS, BRASIL Y CENTROAMÉRICA, Y CUENTA CON EL APOYO DE MÁS DE 38,000 COLABORADORES. LALA OPERA UNA FLOTILLA DE 7,500 VEHÍCULOS PARA LA DISTRIBUCIÓN DE SUS MÁS DE 600 PRODUCTOS LOS CUALES LLEGAN A MÁS DE MEDIO MILLÓN PUNTOS DE VENTA. EN SU PORTAFOLIO DE MARCAS DESTACAN LALA®, NUTRI LECHE® Y VIGOR®. PARA MAYOR INFORMACIÓN VISITA NUESTRA PÁGINA WWW.GRUPOLALA.COM.","CALZADA CARLOS HERRERA ARALUCE NO. 185 PARQUE INDUSTRIAL CARLOS HERRERA ARALUCE ,35079, GOMEZ PALACIO DGO","LECHES, YOGHURTS, CREMAS, QUESOS, MANTEQUILLAS, MARGARINAS, POSTRES, LECHES SABORIZADAS, BEBIDAS NO LÁCTEAS, JUGOS, ENVASES Y OTROS.",ALIMENTOS,INGENIERO DAVID GONZÁLEZ (RELACION CON INVERSIONISTAS),PRODUCTOS DE CONSUMO FRECUENTE,PRODUCCIÓN Y COMERCIALIZACIÓN DE ALIMENTOS,"ALIMENTOS, BEBIDAS Y TABACO",91775900
LAMOSA,MANUFACTURA Y VENTA DE PRODUCTOS PARA LA CONSTRUCCIÓN COMO REVESTIMIENTOS CERÁMICOS Y ADHESIVOS CERÁMICOS.,moises.benavides@lamosa.com,80474234,24-Dec-1929,07-Mar-1951,"En 1890 Inicia operaciones como una fábrica de ladrillos en Monterrey, N.L. En 1929 la empresa es adquirida por las Familias Elosúa y Valdes, constituyéndose como Ladrillera Monterrey, S.A. En 1933 se convierte en pionera en México en la fabricación industrial de revestimientos cerámicos como pisos y azulejos. En 1957 Inicia operaciones el negocio de adhesivos cerámicos con la marca Crest. En 1963 la compañía amplió nuevamente su portafolio de productos al iniciarse en la fabricación de muebles sanitarios. En la década de los 80´s se inicia con la construcción de desarrollos inmobiliarios residenciales y comerciales en la zona metropolitana de Monterrey. En 1995 Ladrillera Monterrey, S.A. modifica su denominación social por la de Grupo Lamosa, S.A. de C.V. En 2007 se adquiere Porcelanite Holding, S.A. de C.V., subsidiaria de Grupo Carso, convirtiendo a Grupo Lamosa en el fabricante de revestimientos cerámicos más grande del mundo en términos de capacidad instalada. En 2015 Grupo Lamosa desincorpora el negocio de sanitarios de su portafolio de productos, enfocándose en sus negocios de revestimientos y adhesivos cerámicos.","AV. PEDRO RAMIREZ VAZQUEZ NO. 200-1 VALLE OTE ,66269, SAN PEDRO GARZA GARC NL","PISOS, AZULEJOS, PORCELÁNICOS ESMALTADOS, ADHESIVOS CERÁMICOS, EMBOQUILLADORES, ESTUCOS E IMPERMEABILIZANTES.",MATERIALES DE CONSTRUCCIÓN,C.P. MOISES IVAN BENAVIDES (RELACIÓN CON INVERSIONISTAS),MATERIALES,MATERIALES DE CONSTRUCCIÓN,MATERIALES,80474200
